,Date,Transaction Description,Category,Amount
2241,2023-10-25 18:05:16.186,Recharge,Utilities,470.82
2242,2023-10-24 18:04:00.000,Biryani 🍚,Food,356.0
2243,2023-10-24 18:02:00.000,Egg Roll 🌯,Food,140.0
2244,2023-10-24 18:01:00.000,Bus Pass 💳,Travel,440.0
2245,2023-10-24 18:00:00.000,Adjust,Utilities,40.0
2246,2023-10-23 17:57:00.000,Rapido 🚲,Travel,74.0
2247,2023-10-23 17:47:00.000,Adjust,Utilities,10.0
2248,2023-10-22 17:45:00.000,Egg roll 🌯,Food,160.0
2249,2023-10-22 16:38:00.000,Recharge,Utilities,259.0
2250,2023-10-22 12:42:40.411,Bus,Travel,30.0
2251,2023-10-22 12:42:27.696,Bus,Travel,20.0
2252,2023-10-22 10:45:00.000,Snacks,Food,30.0
2253,2023-10-22 02:54:45.615,Maa,Utilities,50.0
2254,2023-10-21 16:02:43.591,Juice,Food,30.0
2255,2023-10-21 03:07:10.139,Auto,Travel,20.0
2256,2023-10-20 03:55:42.633,Bus,Travel,30.0
2257,2023-10-20 03:10:00.000,PtA,Travel,10.0
2258,2023-10-20 03:09:00.000,HtP,Travel,35.0
2259,2023-10-20 03:07:00.000,AtR,Travel,35.0
2260,2023-10-20 03:00:00.000,Bus,Travel,30.0
2261,2023-10-19 12:12:05.334,RtA,Travel,45.0
2262,2023-10-19 09:44:54.023,AtR,Travel,35.0
2263,2023-10-18 13:57:27.120,Snacks,Food,30.0
2264,2023-10-18 13:56:15.773,Bus,Travel,10.0
2265,2023-10-18 11:47:13.193,AtR,Travel,35.0
2266,2023-10-17 14:06:51.024,Stonks,Utilities,111.0
2267,2023-10-17 14:05:51.717,Bus,Travel,10.0
2268,2023-10-17 14:05:45.338,Bus,Travel,10.0
2269,2023-10-17 14:05:28.329,Metro,Travel,35.0
2273,2023-10-06 07:54:37.276,Auto,Travel,20.0
2274,2023-10-06 02:28:00.000,Auto,Travel,20.0
2275,2023-10-05 11:18:59.944,Auto,Travel,20.0
2276,2023-10-03 12:59:56.996,Auto,Travel,20.0
2277,2023-10-03 02:48:42.707,Bus,Travel,10.0
2278,2023-09-30 09:59:33.963,Baba,Utilities,500.0
2279,2023-09-30 05:06:46.756,Snacks,Food,55.0
2280,2023-09-29 17:31:00.000,Auto+Bus,Travel,30.0
2281,2023-09-28 17:35:00.000,Baba,Utilities,500.0
2282,2023-09-28 13:48:55.602,Snacks,Food,70.0
2285,2023-09-28 06:34:26.839,Chotu,Utilities,20.0
2286,2023-09-27 06:34:00.000,Auto,Travel,20.0
2287,2023-09-27 03:14:57.910,Sid,Utilities,40.0
2288,2023-09-25 14:21:44.027,Snacks,Food,25.0
2289,2023-09-25 14:21:22.409,Jalebi,Food,20.0
2290,2023-09-25 14:21:05.606,Auto,Travel,20.0
2291,2023-09-25 14:20:59.632,Bus,Travel,10.0
2292,2023-09-23 17:41:00.000,Recharge,Utilities,259.0
2295,2023-09-23 07:45:21.172,Auto,Travel,20.0
2296,2023-09-23 07:45:13.516,Bus,Travel,10.0
2297,2023-09-23 07:23:40.225,Chotu,Utilities,50.0
2298,2023-09-22 08:11:20.220,Auto,Travel,20.0
2299,2023-09-20 09:44:37.871,Auto,Travel,20.0
2300,2023-09-19 03:48:45.758,Prints,Utilities,5.0
2301,2023-09-19 03:48:37.082,Auto,Travel,20.0
2302,2023-09-19 03:48:30.961,Bus,Travel,10.0
2303,2023-09-18 13:48:03.901,Parking,Utilities,25.0
2304,2023-09-16 07:43:22.684,Snacks,Food,30.0
2305,2023-09-15 07:42:00.000,Pastry,Food,100.0
2306,2023-09-15 07:28:22.793,Transport,Travel,45.0
2307,2023-09-15 07:06:00.000,Drink,Travel,10.0
2308,2023-09-15 07:05:00.000,Snacks,Food,60.0
2311,2023-09-14 14:55:20.289,Snacks,Food,30.0
2312,2023-09-14 03:08:50.790,Sid,Utilities,56.0
2313,2023-09-14 03:08:38.780,Bus,Travel,10.0
2314,2023-09-13 03:09:00.000,Auto,Travel,20.0
2315,2023-09-11 19:11:00.000,Auto,Travel,20.0
2316,2023-09-11 04:50:42.916,Bus,Travel,10.0
2317,2023-09-11 04:50:30.609,Auto,Travel,20.0
2318,2023-09-10 04:50:00.000,Snacks,Food,140.0
2319,2023-09-09 11:42:29.034,Auto,Travel,20.0
2321,2023-09-08 09:44:49.580,Auto,Travel,20.0
2322,2023-09-08 03:30:38.336,Bus,Travel,10.0
2323,2023-09-07 16:10:20.510,Snacks,Food,30.0
2324,2023-09-06 02:53:31.674,Bus,Travel,10.0
2326,2023-08-23 03:22:20.429,Bus,Travel,10.0
2327,2023-08-22 03:55:32.936,Auto,Travel,20.0
2328,2023-08-21 12:24:39.732,Pass,Travel,430.0
2329,2023-08-21 11:59:41.003,Auto,Travel,20.0
2330,2023-08-21 11:59:31.716,Bus,Travel,30.0
2331,2023-08-21 11:59:25.029,Auto,Travel,20.0
2332,2023-08-18 12:21:05.023,Chotu,Utilities,10.0
2333,2023-08-18 03:45:15.170,Auto,Travel,20.0
2334,2023-08-18 03:00:24.246,Bus,Travel,10.0
2335,2023-08-17 06:27:50.681,Auto,Travel,20.0
2336,2023-08-17 03:01:00.000,Stickers,Utilities,20.0
2337,2023-08-16 17:23:31.644,Stationary,Utilities,50.0
2338,2023-08-16 17:22:57.562,Juice,Food,40.0
2339,2023-08-16 17:21:56.218,Samosa,Food,60.0
2340,2023-08-16 03:56:23.102,Auto,Travel,20.0
2341,2023-08-16 01:30:57.325,Auto,Travel,20.0
2342,2023-08-16 01:30:53.217,Auto,Travel,20.0
2343,2023-08-15 01:31:00.000,Bus,Travel,10.0
2344,2023-08-14 11:41:09.051,Bus,Travel,10.0
2345,2023-08-14 11:41:00.721,Juice,Food,15.0
2346,2023-08-14 11:40:29.655,Auto,Travel,20.0
2347,2023-08-12 03:04:16.418,Bus,Travel,10.0
2348,2023-08-11 02:23:00.000,Auto,Travel,20.0
2349,2023-08-10 01:00:00.000,Auto,Travel,20.0
2350,2023-08-09 10:11:01.692,Auto,Travel,20.0
2351,2023-08-08 13:26:28.313,Snacks,Food,30.0
2352,2023-08-08 03:45:00.000,Auto,Travel,20.0
2353,2023-08-07 13:27:00.000,Bus,Travel,10.0
2354,2023-08-05 07:31:26.364,Auto,Travel,20.0
2355,2023-08-05 07:31:12.973,Auto,Travel,40.0
2356,2023-08-04 18:25:31.566,Snacks,Food,20.0
2357,2023-08-04 13:58:29.716,Bus,Travel,10.0
2358,2023-08-02 07:21:44.095,Computer stuff,Utilities,470.0
2360,2023-07-31 07:19:06.638,Auto,Travel,20.0
2361,2023-07-31 03:03:09.712,Bus,Travel,10.0
2362,2023-07-29 14:13:08.456,Shawarma,Food,120.0
2364,2023-07-28 05:58:44.561,Bus,Travel,10.0
2365,2023-07-28 05:38:02.624,Bus,Travel,10.0
2366,2023-07-27 10:22:06.462,Bus,Travel,10.0
2367,2023-07-24 16:09:23.521,Auto,Travel,20.0
2368,2023-07-23 06:55:40.729,Chotu,Utilities,20.0
2369,2023-07-22 06:01:00.000,Something,Utilities,5.0
2370,2023-07-21 15:34:14.642,Recharge,Utilities,259.0
2372,2023-07-19 02:55:50.783,Bus,Travel,10.0
2373,2023-07-18 12:50:17.986,Curd,Utilities,48.0
2374,2023-07-14 15:04:43.725,Auto,Travel,20.0
2375,2023-07-14 14:24:00.000,Snacks,Food,80.0
2378,2023-07-13 18:05:21.961,🖊️,Utilities,10.0
2379,2023-07-12 12:30:17.265,Bus,Travel,10.0
2380,2023-07-12 12:29:43.822,Juice,Food,20.0
2381,2023-07-12 12:29:31.596,Snacks,Food,50.0
2382,2023-07-12 12:29:17.648,Auto,Travel,20.0
2383,2023-07-10 11:56:25.016,Auto,Travel,20.0
2384,2023-07-05 11:40:48.962,Bus,Travel,10.0
2385,2023-07-05 03:13:37.014,Auto,Travel,20.0
2386,2023-07-04 02:56:22.663,Pen,Utilities,10.0
2388,2023-06-12 18:05:00.000,Goje,Food,20.0
2390,2023-06-10 10:03:00.000,Book,Utilities,180.0
2391,2023-06-10 03:21:34.716,Bus,Travel,10.0
2392,2023-06-09 13:23:56.829,Bus,Travel,10.0
2393,2023-06-09 03:44:35.554,Bus,Travel,20.0
2395,2023-06-08 03:49:50.091,Bus,Travel,10.0
2396,2023-06-07 15:20:03.899,Juice,Food,20.0
2397,2023-06-07 15:19:49.292,Exam fees,Utilities,800.0
2398,2023-06-07 04:21:48.834,Auto,Travel,20.0
2399,2023-06-07 04:21:35.377,Record books,Utilities,360.0
2402,2023-06-06 04:14:57.334,Auto,Travel,20.0
2403,2023-06-05 13:00:00.000,Auto,Travel,20.0
2404,2023-06-05 12:30:00.000,Juice,Food,10.0
2405,2023-06-05 12:30:00.000,Snacks,Food,25.0
2406,2023-06-05 03:16:08.866,Auto,Travel,20.0
2408,2023-06-03 11:48:00.000,Juice,Food,20.0
2409,2023-06-03 08:04:55.844,Juice,Food,20.0
2410,2023-06-02 12:14:12.385,Bus,Travel,30.0
2411,2023-06-01 12:20:58.789,Bus,Travel,10.0
2412,2023-06-01 04:20:00.000,Medic,Utilities,53.27
2413,2023-05-31 13:02:43.008,Bus,Travel,10.0
2414,2023-05-31 04:17:20.895,Bus,Travel,20.0
2415,2023-05-30 03:39:15.249,Auto,Travel,20.0
2417,2023-05-29 11:50:56.495,Juice,Food,20.0
2418,2023-05-29 03:36:54.746,Auto,Travel,20.0
2420,2023-05-27 04:47:59.367,Breakfast,Food,30.0
2422,2023-05-25 11:24:27.236,Bus,Travel,10.0
2423,2023-05-25 11:24:15.787,Bus,Travel,20.0
2424,2023-05-24 10:29:10.540,Juice,Food,25.0
2425,2023-05-24 10:28:56.973,Auto,Travel,20.0
2426,2023-05-23 13:28:23.128,Auto+Bus,Travel,50.0
2427,2023-05-23 03:57:00.000,Bus,Travel,10.0
2428,2023-05-23 03:00:20.601,Bus,Travel,10.0
2429,2023-05-23 02:26:57.406,Bus,Travel,10.0
2430,2023-05-21 20:27:42.687,Recharge,Utilities,259.0
2431,2023-05-20 17:07:32.488,Snacks,Food,100.0
2432,2023-05-20 08:15:26.239,Ice cream,Food,30.0
2434,2023-05-19 13:28:16.140,Bus pass,Travel,430.0
2435,2023-05-18 13:29:54.579,Ice cream,Food,75.0
2436,2023-05-18 13:29:36.443,RtA,Travel,35.0
2437,2023-05-18 09:46:00.000,Snacks,Food,30.0
2438,2023-05-18 09:45:00.000,Bus,Travel,10.0
2439,2023-05-17 01:40:00.000,Bus,Travel,30.0
2440,2023-05-16 15:04:00.000,Bus,Travel,20.0
2441,2023-05-16 14:01:02.385,Snacks,Food,30.0
2443,2023-05-13 14:15:00.000,Juice,Food,40.0
2444,2023-05-13 14:15:00.000,Juice,Food,10.0
2445,2023-05-13 06:28:00.000,Auto,Travel,20.0
2446,2023-05-12 03:30:17.477,Auto,Travel,20.0
2447,2023-05-11 03:30:00.000,Auto,Travel,20.0
2448,2023-05-10 17:28:47.675,Auto,Travel,20.0
2449,2023-05-10 17:28:31.997,Snacks,Food,15.0
2450,2023-05-09 10:50:44.097,Bus: RtG,Travel,10.0
2451,2023-05-09 04:11:00.000,Bus,Travel,10.0
2452,2023-05-08 18:09:26.912,Bus,Travel,10.0
2453,2023-05-08 04:40:28.771,Auto,Travel,20.0
2455,2023-05-07 18:26:42.987,Snack,Food,30.0
2456,2023-05-06 04:32:04.945,Bus,Travel,10.0
2457,2023-05-06 04:31:50.149,Auto,Travel,20.0
2458,2023-05-05 09:19:02.128,Bonda,Food,70.0
2459,2023-05-04 04:35:17.739,Auto,Travel,20.0
2460,2023-05-03 18:12:04.495,RtA,Travel,35.0
2461,2023-05-03 18:11:48.626,Bus,Travel,20.0
2462,2023-05-03 18:11:15.950,Bus,Travel,20.0
2463,2023-05-02 15:19:23.832,Glasses,Utilities,5.0
2464,2023-05-02 15:19:05.941,Bus,Travel,10.0
2465,2023-05-02 03:28:33.128,Bus,Travel,20.0
2466,2023-05-01 15:51:41.472,Bus,Travel,10.0
2467,2023-05-01 03:35:26.574,Bus,Travel,10.0
2469,2023-04-29 04:36:18.911,Bus,Travel,10.0
2470,2023-04-28 18:05:24.511,Bus,Travel,10.0
2471,2023-04-28 18:05:12.294,Bus: RtG,Travel,10.0
2472,2023-04-28 18:04:53.428,AtR,Travel,35.0
2473,2023-04-28 10:25:37.433,Bus,Travel,10.0
2474,2023-04-28 10:25:25.543,Auto,Travel,20.0
2475,2023-04-28 10:25:16.491,Auto,Travel,20.0
2476,2023-04-27 13:04:44.625,Ice cream,Food,98.0
2477,2023-04-27 13:04:24.531,Water,Food,30.0
2478,2023-04-27 13:03:59.049,Fried rice,Food,80.0
2479,2023-04-27 13:03:46.473,Goli soda,Food,49.0
2480,2023-04-27 06:59:00.000,Auto,Travel,20.0
2481,2023-04-27 06:18:43.826,Auto,Travel,20.0
2482,2023-04-26 16:19:30.311,RtA,Travel,35.0
2483,2023-04-26 13:36:29.167,Juice,Food,20.0
2484,2023-04-26 06:32:33.046,Bus: RtG,Travel,10.0
2485,2023-04-26 06:32:09.979,BtR,Travel,40.0
2486,2023-04-26 04:44:42.132,Metro recharge,Utilities,200.0
2487,2023-04-25 15:20:23.634,RtA,Travel,31.5
2488,2023-04-25 15:08:52.646,Burger AM,Food,99.0
2489,2023-04-25 11:42:32.690,Bus: RtG,Travel,10.0
2490,2023-04-25 11:42:19.774,AtR,Travel,35.0
2491,2023-04-24 15:42:02.351,RtA,Travel,31.5
2492,2023-04-24 14:52:19.390,Bus: GtR,Travel,10.0
2494,2023-04-24 12:47:34.484,Bus: RtG,Travel,10.0
2495,2023-04-24 12:47:18.442,AtR,Travel,35.0
2496,2023-04-24 10:12:24.068,Water,Food,20.0
2497,2023-04-24 09:13:25.670,Frooti,Food,30.0
2498,2023-04-24 07:16:21.496,Water,Food,30.0
2500,2023-04-24 06:03:29.520,Auto,Travel,20.0
2501,2023-04-23 13:50:23.357,Shirt,Utilities,750.0
2506,2023-04-22 10:39:20.483,Mobile,Utilities,259.0
